date,team,name,status
2008-02-27, Hornets, • Julian Wright, activated from IL
2008-02-28, Mavericks, • Antoine Wright, placed on IL
2008-02-28, Mavericks, • Jamaal Magloire, placed on IL
2008-02-28, Mavericks, • Eddie Jones, activated from IL
2008-02-28, Nets, • Maurice Ager, placed on IL
2008-02-28, Nets, • Devin Harris, activated from IL
2008-02-28, Nets, • Stromile Swift, activated from IL
2008-02-29, 76ers, • Shavlik Randolph, activated from IL
2008-02-29, Blazers, • Josh McRoberts, placed on IL
2008-02-29, Blazers, • James Jones (b), activated from IL
2008-02-29, Bulls, • Demetris Nichols, placed on IL
2008-02-29, Bulls, • Thabo Sefolosha, placed on IL with sore groin
2008-02-29, Bulls, • Cedric Simmons, activated from IL
2008-02-29, Bulls, • Shannon Brown, activated from IL
2008-02-29, Cavaliers, • Kaniel Dickens, activated from IL
2008-02-29, Kings, • Lorenzen Wright, placed on IL
2008-02-29, Kings, • Kenny Thomas, activated from IL
2008-02-29, Mavericks, • Eddie Jones, placed on IL with left knee tendinitis
2008-02-29, Mavericks, • Antoine Wright, activated from IL
2008-02-29, Nuggets, • Chucky Atkins, activated from IL
2008-02-29, Rockets, • Gerald Green (b), placed on IL
2008-02-29, Rockets, • Bobby Jones (R.), activated from IL
2008-02-29, Sonics, • Adrian Griffin, placed on IL
2008-02-29, Sonics, • Earl Watson, activated from IL
2008-02-29, Timberwolves, • Kirk Snyder, placed on IL
2008-02-29, Timberwolves, • Mark Madsen, activated from IL
2008-02-29, Warriors, • Marco Belinelli, placed on IL
2008-02-29, Warriors, • Patrick O'Bryant, activated from IL
2008-03-01, 76ers, • Kevin Ollie, placed on IL with left Achilles tendinitis
2008-03-01, 76ers, • Jason Smith, activated from IL
2008-03-01, Magic, • Jameer Nelson, placed on IL with strained hamstring
2008-03-01, Magic, • Keyon Dooling, placed on IL with sprained left foot
2008-03-01, Magic, • James Augustine, activated from IL
2008-03-01, Magic, • Marcin Gortat, activated from IL
2008-03-02, Cavaliers, • Zydrunas Ilgauskas, placed on IL with strained back
2008-03-02, Celtics, • Gabe Pruitt, placed on IL
2008-03-02, Celtics, • Tony Allen, activated from IL
2008-03-02, Hornets, • Julian Wright, placed on IL
2008-03-02, Hornets, • Bonzi Wells, activated from IL
2008-03-02, Mavericks, • Antoine Wright, placed on IL
2008-03-02, Mavericks, • Jamaal Magloire, activated from IL
2008-03-02, Raptors, • Chris Bosh, placed on IL with sore right knee
2008-03-02, Raptors, • Maceo Baston, activated from IL
2008-03-02, Timberwolves, • Marko Jaric, placed on IL with right thigh/knee injury
2008-03-02, Timberwolves, • Kirk Snyder, activated from IL
2008-03-03, 76ers, • Shavlik Randolph, placed on IL
2008-03-03, 76ers, • Kevin Ollie, activated from IL
2008-03-03, Hornets, • Bonzi Wells, placed on IL with sore right Achilles tendon
2008-03-03, Hornets, • Julian Wright, activated from IL
2008-03-03, Knicks, • Zach Randolph, placed on IL with bruised right foot
2008-03-03, Knicks, • Randolph Morris, activated from IL
2008-03-04, Kings, • Kenny Thomas, placed on IL
2008-03-04, Kings, • Lorenzen Wright, activated from IL
2008-03-04, Magic, • James Augustine, placed on IL
2008-03-04, Magic, • Jameer Nelson, activated from IL
2008-03-04, Nets, • Bostjan Nachbar, placed on IL with strained left hip flexor
2008-03-04, Nets, • Maurice Ager, activated from IL
2008-03-04, Pistons, • Theo Ratliff, placed on IL
2008-03-04, Suns, • Eric Piatkowski, placed on IL
2008-03-04, Timberwolves, • Rashad McCants, placed on IL with illness
2008-03-04, Timberwolves, • Greg Buckner, activated from IL
2008-03-04, Timberwolves, • Marko Jaric, activated from IL
2008-03-04, Warriors, • Chris Webber, placed on IL with sore left knee
2008-03-04, Warriors, • Marco Belinelli, activated from IL
2008-03-05, Bucks, • Maurice Williams / Mo Williams, placed on IL with abdominal strain
2008-03-05, Bucks, • Yi Jianlian / Jianlian Yi, placed on IL with sprained left ankle
2008-03-05, Bucks, • Awvee Storey, activated from IL
2008-03-05, Bucks, • Ramon Sessions, activated from IL
2008-03-05, Celtics, • Scot Pollard, placed on IL with left ankle injury
2008-03-05, Celtics, • P.J. Brown, activated from IL
2008-03-05, Grizzlies, • Andre Brown, placed on IL
2008-03-05, Grizzlies, • Mike Miller, activated from IL
2008-03-05, Hornets, • Chris Andersen, placed on IL
2008-03-05, Kings, • Kevin Martin, placed on IL with thumb injury
2008-03-05, Kings, • Kenny Thomas, activated from IL
2008-03-05, Timberwolves, • Corey Brewer, placed on IL with bruised thigh
2008-03-05, Timberwolves, • Rashad McCants, activated from IL
2008-03-06, Mavericks, • Jamaal Magloire, placed on IL
2008-03-06, Mavericks, • Tyronn Lue, placed on IL with strained left calf
2008-03-06, Mavericks, • Antoine Wright, activated from IL
2008-03-06, Pacers, • Ike Diogu, placed on IL
2008-03-07, Hornets, • David West, placed on IL with sprained left ankle
2008-03-07, Hornets, • Chris Andersen, activated from IL
2008-03-07, Kings, • Ron Artest / Metta World Peace, placed on IL with sore right foot
2008-03-07, Kings, • Kevin Martin, activated from IL
2008-03-07, Pistons, • Rasheed Wallace, placed on IL with sprained left ankle
2008-03-07, Pistons, • Theo Ratliff, activated from IL
2008-03-07, Timberwolves, • Michael Doleac, placed on IL
2008-03-07, Timberwolves, • Corey Brewer, activated from IL
2008-03-07, Warriors, • Marco Belinelli, placed on IL
2008-03-07, Warriors, • Andris Biedrins, activated from IL
2008-03-08, Heat, • Dorell Wright, placed on IL recovering from surgery on left knee to repair torn meniscus
2008-03-08, Heat, • Daequan Cook, activated from IL
2008-03-08, Heat, • Joel Anthony, activated from IL
2008-03-08, Magic, • Marcin Gortat, placed on IL
2008-03-08, Magic, • Keyon Dooling, activated from IL
2008-03-08, Mavericks, • Juwan Howard, placed on IL
2008-03-08, Mavericks, • Jamaal Magloire, activated from IL
2008-03-08, Nets, • Maurice Ager, placed on IL
2008-03-08, Nets, • Bostjan Nachbar, activated from IL
2008-03-08, Pacers, • David Harrison, placed on IL
2008-03-08, Pacers, • Ike Diogu, activated from IL
2008-03-08, Rockets, • Carl Landry, placed on IL with left knee injury
2008-03-08, Timberwolves, • Sebastian Telfair, placed on IL with ankle injury
2008-03-08, Timberwolves, • Michael Doleac, activated from IL
2008-03-09, 76ers, • Louis Amundson / Lou Amundson, placed on IL
2008-03-09, 76ers, • Shavlik Randolph, activated from IL
2008-03-09, Kings, • Kenny Thomas, placed on IL
2008-03-09, Kings, • Ron Artest / Metta World Peace, activated from IL
2008-03-10, Celtics, • Brian Scalabrine, placed on IL
2008-03-10, Heat, • Dwyane Wade, placed on IL with sore left knee
2008-03-10, Knicks, • Eddy Curry, placed on IL with torn cartilage in right knee
2008-03-10, Knicks, • Zach Randolph, activated from IL
2008-03-10, Mavericks, • Devean George, placed on IL with back spasms
2008-03-10, Mavericks, • Juwan Howard, activated from IL
2008-03-11, Bulls, • Chris Duhon, placed on IL with viris
2008-03-11, Bulls, • Thabo Sefolosha, activated from IL
2008-03-11, Pacers, • Andre Owens, placed on IL
2008-03-11, Pacers, • David Harrison, activated from IL
2008-03-12, 76ers, • Willie Green, placed on IL with strained lower back
2008-03-12, 76ers, • Louis Amundson / Lou Amundson, activated from IL
2008-03-12, Bobcats, • Gerald Wallace, activated from IL
2008-03-12, Cavaliers, • Eric Snow, placed on IL with sore left knee
2008-03-12, Cavaliers, • Aleksandar Pavlovic / Sasha Pavlovic, activated from IL
2008-03-12, Hornets, • Chris Andersen, placed on IL
2008-03-12, Hornets, • Rasual Butler, placed on IL
2008-03-12, Hornets, • Bonzi Wells, activated from IL
2008-03-12, Hornets, • David West, activated from IL
2008-03-12, Mavericks, • Jose Juan Barea / Jose Barea / J.J. Barea, placed on IL
2008-03-12, Mavericks, • Tyronn Lue, activated from IL
2008-03-12, Pistons, • Walter Herrmann, placed on IL
2008-03-12, Pistons, • Rasheed Wallace, activated from IL
2008-03-12, Sonics, • Nick Collison, placed on IL with sore back
2008-03-12, Sonics, • Adrian Griffin, activated from IL
2008-03-12, Warriors, • Marco Belinelli, activated from IL
2008-03-14, Sonics, • Adrian Griffin, placed on IL
2008-03-14, Sonics, • Francisco Elson, placed on IL with strained MCL in right knee
2008-03-14, Sonics, • Mouhamed Sene / Saer Sene, activated from IL
2008-03-14, Sonics, • Nick Collison, activated from IL
2008-03-15, 76ers, • Shavlik Randolph, placed on IL
2008-03-15, 76ers, • Willie Green, activated from IL
2008-03-15, Bucks, • Andrew Bogut, placed on IL with bruised thigh
2008-03-15, Bucks, • Maurice Williams / Mo Williams, activated from IL
2008-03-15, Celtics, • Ray Allen, placed on IL with bruised left heel
2008-03-15, Celtics, • Brian Scalabrine, activated from IL
2008-03-15, Grizzlies, • Darko Milicic, placed on IL with sore right foot
2008-03-15, Grizzlies, • Andre Brown, activated from IL
2008-03-15, Nets, • Nenad Krstic, placed on IL with upper respiratory infection
2008-03-15, Nets, • Maurice Ager, activated from IL
2008-03-15, Suns, • Eric Piatkowski, activated from IL
2008-03-16, Cavaliers, • Zydrunas Ilgauskas, activated from IL
2008-03-16, Hornets, • David West, placed on IL with sprained right ankle
2008-03-16, Hornets, • Chris Andersen, activated from IL
2008-03-16, Mavericks, • Jamaal Magloire, placed on IL
2008-03-16, Mavericks, • Devean George, activated from IL
2008-03-16, Raptors, • Primoz Brezec, placed on IL with groin injury
2008-03-16, Raptors, • Darrick Martin, activated from IL
2008-03-17, Bulls, • Chris Duhon, activated from IL
2008-03-17, Bulls, • Demetris Nichols, activated from IL
2008-03-17, Grizzlies, • Andre Brown, placed on IL
2008-03-17, Grizzlies, • Darko Milicic, activated from IL
2008-03-18, Bucks, • Jake Voskuhl, placed on IL
2008-03-18, Bucks, • Yi Jianlian / Jianlian Yi, activated from IL
2008-03-19, Hornets, • Chris Andersen, placed on IL
2008-03-19, Hornets, • David West, activated from IL
2008-03-19, Pacers, • Danny Granger, placed on IL with sprained right wrist
2008-03-19, Pacers, • Andre Owens, activated from IL
2008-03-19, Raptors, • Darrick Martin, placed on IL
2008-03-19, Raptors, • Chris Bosh, activated from IL
2008-03-19, Sonics, • Mickael Gelabale, placed on IL with sprained right knee
2008-03-19, Sonics, • Adrian Griffin, activated from IL
2008-03-19, Warriors, • Austin Croshere, placed on IL with groin injury
2008-03-19, Warriors, • Kosta Perovic, activated from IL
2008-03-20, Celtics, • Tony Allen, placed on IL with bruised lower back
2008-03-20, Celtics, • Ray Allen, activated from IL
2008-03-21, 76ers, • Louis Amundson / Lou Amundson, placed on IL
2008-03-21, 76ers, • Shavlik Randolph, activated from IL
2008-03-21, Nets, • Maurice Ager, placed on IL
2008-03-21, Nets, • Nenad Krstic, activated from IL
2008-03-21, Pacers, • Andre Owens, placed on IL
2008-03-21, Pacers, • Danny Granger, activated from IL
2008-03-21, Rockets, • Loren Woods, placed on IL
2008-03-21, Rockets, • Carl Landry, activated from IL
2008-03-22, Bucks, • Ramon Sessions, placed on IL
2008-03-22, Bucks, • Andrew Bogut, activated from IL
2008-03-22, Rockets, • Aaron Brooks, placed on IL
2008-03-22, Rockets, • Loren Woods, activated from IL
2008-03-23, Warriors, • Mickael Pietrus, placed on IL with strained groin
2008-03-23, Warriors, • Austin Croshere, activated from IL
2008-03-24, Bucks, • Charlie Bell, placed on IL with torn MCL in right knee (out for season)
2008-03-24, Bucks, • Ramon Sessions, activated from IL
2008-03-24, Celtics, • Tony Allen, activated from IL
2008-03-24, Nets, • Stromile Swift, placed on IL
2008-03-24, Nets, • Maurice Ager, activated from IL
2008-03-24, Pistons, • Lindsey Hunter, activated from IL
2008-03-24, Sonics, • Francisco Elson, activated from IL
2008-03-25, Hornets, • Hilton Armstrong, placed on IL
2008-03-25, Hornets, • Chris Andersen, activated from IL
2008-03-25, Mavericks, • Dirk Nowitzki, placed on IL with high left ankle sprain
2008-03-25, Mavericks, • Jamaal Magloire, activated from IL
2008-03-25, Spurs, • Brent Barry, placed on IL with calf injury
2008-03-26, 76ers, • Shavlik Randolph, placed on IL
2008-03-26, 76ers, • Louis Amundson / Lou Amundson, activated from IL
2008-03-26, Bucks, • Bobby Simmons, placed on IL with flu
2008-03-26, Bucks, • Jake Voskuhl, activated from IL
2008-03-26, Celtics, • Brian Scalabrine, placed on IL
2008-03-26, Nets, • Maurice Ager, placed on IL with upper respiratory infection
2008-03-26, Nets, • Stromile Swift, activated from IL
2008-03-26, Pacers, • Troy Murphy, placed on IL with strep throat
2008-03-26, Pacers, • Andre Owens, activated from IL
2008-03-26, Pistons, • Richard Hamilton, placed on IL with sore left hip
2008-03-26, Pistons, • Walter Herrmann, activated from IL
2008-03-26, Raptors, • Maceo Baston, placed on IL
2008-03-26, Raptors, • Primoz Brezec, activated from IL
2008-03-27, Mavericks, • Jamaal Magloire, placed on IL
2008-03-27, Mavericks, • Eddie Jones, activated from IL
2008-03-27, Nuggets, • Taurean Green, placed on IL
2008-03-27, Nuggets, • Nene / Nene Hilario / Maybyner Hilario, activated from IL
2008-03-28, 76ers, • Louis Amundson / Lou Amundson, placed on IL
2008-03-28, 76ers, • Shavlik Randolph, activated from IL
2008-03-28, Bucks, • Andrew Bogut, placed on IL with broken nose
2008-03-28, Bucks, • Bobby Simmons, activated from IL
2008-03-28, Kings, • Beno Udrih, placed on IL with strained lower back
2008-03-28, Kings, • Kenny Thomas, activated from IL
2008-03-28, Lakers, • Pau Gasol, placed on IL with sprained left ankle
2008-03-28, Lakers, • Chris Mihm, activated from IL
2008-03-28, Magic, • Jameer Nelson, placed on IL with bruised jaw
2008-03-28, Magic, • Marcin Gortat, activated from IL
2008-03-28, Pacers, • Andre Owens, placed on IL
2008-03-28, Pacers, • Troy Murphy, activated from IL
2008-03-28, Raptors, • Joey Graham, placed on IL
2008-03-29, Cavaliers, • Lance Allred, placed on IL
2008-03-29, Cavaliers, • Daniel Gibson, activated from IL
2008-03-29, Pistons, • Lindsey Hunter, placed on IL
2008-03-29, Pistons, • Richard Hamilton, activated from IL
2008-03-30, Cavaliers, • Ben Wallace, placed on IL with back spasms
2008-03-30, Cavaliers, • Lance Allred, activated from IL
2008-03-30, Jazz, • Andrei Kirilenko, placed on IL with muscle spasms in right calf
2008-03-30, Jazz, • Mehmet Okur, placed on IL with stomach viris
2008-03-30, Jazz, • Kyrylo Fesenko, activated from IL
2008-03-30, Jazz, • Morris Almond, activated from IL
2008-03-30, Mavericks, • Jerry Stackhouse, placed on IL with strained right groin
2008-03-30, Mavericks, • Jamaal Magloire, activated from IL
2008-03-31, Jazz, • Ronnie Brewer, placed on IL with strained right groin
2008-03-31, Jazz, • Mehmet Okur, activated from IL
2008-03-31, Pacers, • David Harrison, placed on IL with illness
2008-03-31, Pacers, • Jermaine O'Neal, activated from IL
2008-04-01, Bucks, • Jake Voskuhl, placed on IL with sprained left ankle
2008-04-01, Bucks, • Andrew Bogut, activated from IL
2008-04-01, Bulls, • Drew Gooden, placed on IL with abdominal strain
2008-04-01, Bulls, • Cedric Simmons, activated from IL
2008-04-01, Hornets, • Melvin Ely, placed on IL
2008-04-01, Hornets, • Hilton Armstrong, activated from IL
2008-04-01, Magic, • Brian Cook, placed on IL with broken right middle finger
2008-04-01, Magic, • James Augustine, activated from IL
2008-04-01, Pistons, • Chauncey Billups, placed on IL for rest
2008-04-01, Pistons, • Rasheed Wallace, placed on IL for rest
2008-04-01, Pistons, • Richard Hamilton, placed on IL for rest
2008-04-01, Pistons, • Cheikh Samb, activated from IL
2008-04-01, Pistons, • Lindsey Hunter, activated from IL
2008-04-01, Rockets, • Loren Woods, placed on IL
2008-04-01, Rockets, • Aaron Brooks, activated from IL
2008-04-01, Spurs, • Robert Horry, placed on IL with bruised left knee
2008-04-02, Clippers, • Chris Kaman, placed on IL with sprained right ankle
2008-04-02, Clippers, • Elton Brand, activated from IL
2008-04-02, Jazz, • Kyrylo Fesenko, placed on IL
2008-04-02, Jazz, • Andrei Kirilenko, activated from IL
2008-04-02, Lakers, • Coby Karl, placed on IL
2008-04-02, Lakers, • Pau Gasol, activated from IL
2008-04-02, Mavericks, • Jamaal Magloire, placed on IL
2008-04-02, Mavericks, • Dirk Nowitzki, activated from IL
2008-04-02, Pacers, • Marquis Daniels, placed on IL with toe injury
2008-04-02, Pacers, • David Harrison, activated from IL
2008-04-02, Wizards, • Gilbert Arenas, activated from IL
2008-04-03, Bulls, • Cedric Simmons, placed on IL
2008-04-03, Bulls, • Shannon Brown, activated from IL
2008-04-03, Cavaliers, • Lance Allred, placed on IL
2008-04-03, Cavaliers, • Ben Wallace, activated from IL
2008-04-03, Rockets, • Rafer Alston, placed on IL with sore left hamstring
2008-04-03, Rockets, • Loren Woods, activated from IL
2008-04-04, Bucks, • Yi Jianlian / Jianlian Yi, placed on IL with sprained MCL in left knee
2008-04-04, Bucks, • Jake Voskuhl, activated from IL
2008-04-04, Nets, • Vince Carter, placed on IL with ankle injury
2008-04-04, Nets, • Maurice Ager, activated from IL
2008-04-04, Pacers, • Stephen Graham, placed on IL
2008-04-04, Pacers, • Marquis Daniels, activated from IL
2008-04-04, Pistons, • Cheikh Samb, placed on IL
2008-04-04, Pistons, • Lindsey Hunter, placed on IL
2008-04-04, Pistons, • Chauncey Billups, activated from IL
2008-04-04, Pistons, • Rasheed Wallace, activated from IL
2008-04-05, Celtics, • Brian Scalabrine, activated from IL
2008-04-05, Magic, • Marcin Gortat, placed on IL
2008-04-05, Magic, • Jameer Nelson, activated from IL
2008-04-05, Nets, • DeSagana Diop, placed on IL with sore right knee
2008-04-05, Nets, • Vince Carter, activated from IL
2008-04-06, Mavericks, • Malik Allen, placed on IL with back spasms
2008-04-06, Mavericks, • Jamaal Magloire, activated from IL
2008-04-06, Pistons, • Antonio McDyess, placed on IL
2008-04-06, Pistons, • Cheikh Samb, activated from IL
2008-04-08, Blazers, • Joel Przybilla, placed on IL with broken bone in right hand
2008-04-08, Blazers, • Josh McRoberts, activated from IL
2008-04-08, Celtics, • Sam Cassell, placed on IL with back spasms
2008-04-08, Grizzlies, • Javaris Crittenton, placed on IL with sprained right thumb
2008-04-08, Grizzlies, • Andre Brown, activated from IL
2008-04-08, Jazz, • Ronnie Brewer, activated from IL
2008-04-08, Kings, • Brad Miller, placed on IL with stress fracture in left leg and bone chip in right elbow
2008-04-08, Kings, • Beno Udrih, activated from IL
2008-04-08, Pistons, • Cheikh Samb, placed on IL
2008-04-08, Pistons, • Antonio McDyess, activated from IL
2008-04-08, Suns, • Shaquille O'Neal, placed on IL with bruised right hip
2008-04-08, Suns, • Alando Tucker, activated from IL
2008-04-08, Warriors, • Kosta Perovic, placed on IL
2008-04-08, Warriors, • Marco Belinelli, placed on IL
2008-04-08, Warriors, • Mickael Pietrus, activated from IL
2008-04-08, Warriors, • Patrick O'Bryant, activated from IL
2008-04-09, Hornets, • Chris Andersen, placed on IL with flu
2008-04-09, Hornets, • Melvin Ely, activated from IL
2008-04-09, Nets, • Josh Boone, placed on IL with sprained MCL in right knee
2008-04-09, Nets, • DeSagana Diop, activated from IL
2008-04-09, Raptors, • Joey Graham, activated from IL
2008-04-09, Rockets, • Tracy McGrady, placed on IL with sore left shoulder
2008-04-09, Rockets, • Rafer Alston, activated from IL
2008-04-09, Suns, • Alando Tucker, placed on IL
2008-04-09, Suns, • Shaquille O'Neal, activated from IL
2008-04-10, Mavericks, • Jamaal Magloire, placed on IL
2008-04-10, Mavericks, • Malik Allen, activated from IL
2008-04-10, Warriors, • Brandan Wright, placed on IL with strained left groin / ankle injury
2008-04-10, Warriors, • Marco Belinelli, activated from IL
2008-04-11, Bulls, • Shannon Brown, placed on IL
2008-04-11, Bulls, • Cedric Simmons, activated from IL
2008-04-11, Celtics, • Eddie House, placed on IL with strained right groin
2008-04-11, Celtics, • Sam Cassell, activated from IL
2008-04-11, Grizzlies, • Mike Miller, placed on IL
2008-04-11, Grizzlies, • Javaris Crittenton, activated from IL
2008-04-11, Pistons, • Juan Dixon, placed on IL
2008-04-11, Pistons, • Walter Herrmann, placed on IL
2008-04-11, Pistons, • Lindsey Hunter, activated from IL
2008-04-11, Pistons, • Richard Hamilton, activated from IL
2008-04-11, Rockets, • Shane Battier, placed on IL with left foot/ankle injury
2008-04-11, Rockets, • Tracy McGrady, activated from IL
2008-04-12, 76ers, • Shavlik Randolph, placed on IL
2008-04-12, 76ers, • Louis Amundson / Lou Amundson, activated from IL
2008-04-12, Celtics, • Leon Powe, placed on IL with sore right foot
2008-04-12, Celtics, • Gabe Pruitt, activated from IL
2008-04-12, Mavericks, • Josh Howard, placed on IL with sore right knee
2008-04-12, Mavericks, • Jamaal Magloire, activated from IL
2008-04-12, Nuggets, • Bobby Jones (R.), placed on IL
2008-04-13, Bulls, • Demetris Nichols, placed on IL
2008-04-13, Bulls, • Shannon Brown, activated from IL
2008-04-13, Mavericks, • Jamaal Magloire, placed on IL
2008-04-13, Mavericks, • Josh Howard, activated from IL
2008-04-13, Nuggets, • Nene / Nene Hilario / Maybyner Hilario, placed on IL with strained right groin
2008-04-13, Nuggets, • Bobby Jones (R.), activated from IL
2008-04-14, Bulls, • Cedric Simmons, placed on IL
2008-04-14, Bulls, • Demetris Nichols, activated from IL
2008-04-14, Celtics, • Paul Pierce, placed on IL for left wrist injury / rest
2008-04-14, Celtics, • Leon Powe, activated from IL
2008-04-14, Rockets, • Rafer Alston, placed on IL with pulled right hamstring
2008-04-14, Rockets, • Shane Battier, activated from IL
2008-04-14, Spurs, • Emanuel Ginobili / Manu Ginobili, placed on IL with strained left adductor muscle
2008-04-14, Spurs, • Brent Barry, activated from IL
2008-04-14, Warriors, • Patrick O'Bryant, placed on IL
2008-04-14, Warriors, • Kosta Perovic, activated from IL
2008-04-16, 76ers, • Calvin Booth, placed on IL
2008-04-16, 76ers, • Shavlik Randolph, activated from IL
2008-04-16, Bulls, • Shannon Brown, placed on IL
2008-04-16, Bulls, • Cedric Simmons, activated from IL
2008-04-16, Cavaliers, • LeBron James, placed on IL for rest
2008-04-16, Cavaliers, • Zydrunas Ilgauskas, placed on IL for rest
2008-04-16, Cavaliers, • Lance Allred, activated from IL
2008-04-16, Celtics, • James Posey, placed on IL
2008-04-16, Celtics, • Rajon Rondo, placed on IL
2008-04-16, Celtics, • Eddie House, activated from IL
2008-04-16, Celtics, • Paul Pierce, activated from IL
2008-04-16, Magic, • Jameer Nelson, placed on IL for rest
2008-04-16, Magic, • Marcin Gortat, activated from IL
2008-04-16, Mavericks, • Antoine Wright, placed on IL
2008-04-16, Mavericks, • Jerry Stackhouse, activated from IL
2008-04-16, Pacers, • Jeff Foster, placed on IL with fractured patella in right knee
2008-04-16, Pacers, • Travis Diener, placed on IL with sore left foot
2008-04-16, Pacers, • Andre Owens, activated from IL
2008-04-16, Pacers, • Stephen Graham, activated from IL
2008-04-16, Pistons, • Lindsey Hunter, placed on IL
2008-04-16, Pistons, • Theo Ratliff, placed on IL
2008-04-16, Pistons, • Juan Dixon, activated from IL
2008-04-16, Pistons, • Walter Herrmann, activated from IL
2008-04-16, Spurs, • DerMarr Johnson, placed on IL
2008-04-16, Spurs, • Emanuel Ginobili / Manu Ginobili, activated from IL
2008-04-16, Suns, • Grant Hill, placed on IL with groin injury
2008-04-16, Suns, • Alando Tucker, activated from IL
2008-04-19, Cavaliers, • Aleksandar Pavlovic / Sasha Pavlovic, placed on IL with sprained left ankle
2008-04-19, Cavaliers, • Billy Thomas, placed on IL
2008-04-19, Jazz, • Morris Almond, placed on IL
2008-04-19, Spurs, • Damon Stoudamire, placed on IL
2008-04-19, Spurs, • Ian Mahinmi, placed on IL
2008-04-19, Suns, • Alando Tucker, placed on IL
2008-04-19, Suns, • Linton Johnson III, placed on IL
2008-04-20, 76ers, • Louis Amundson / Lou Amundson, placed on IL
2008-04-20, Celtics, • Brian Scalabrine, placed on IL
2008-04-20, Celtics, • Gabe Pruitt, placed on IL
2008-04-20, Magic, • James Augustine, placed on IL
2008-04-20, Nuggets, • Bobby Jones (R.), placed on IL
2008-04-20, Nuggets, • Taurean Green, placed on IL
2008-04-20, Pistons, • Juan Dixon, placed on IL
2008-04-20, Pistons, • Walter Herrmann, placed on IL
2008-04-21, Cavaliers, • Lance Allred, placed on IL
2008-04-21, Cavaliers, • Billy Thomas, activated from IL
2008-04-22, Hornets, • Melvin Ely, placed on IL
2008-04-22, Hornets, • Rasual Butler, activated from IL
2008-04-22, Mavericks, • Tyronn Lue, placed on IL with strained lower back
2008-04-22, Mavericks, • Antoine Wright, activated from IL
2008-04-22, Spurs, • Robert Horry, activated from IL
2008-04-23, 76ers, • Shavlik Randolph, placed on IL
2008-04-23, 76ers, • Louis Amundson / Lou Amundson, activated from IL
2008-04-23, Lakers, • Ronny Turiaf, placed on IL with tonsillitis
2008-04-23, Lakers, • Coby Karl, activated from IL
2008-04-23, Nuggets, • Nene / Nene Hilario / Maybyner Hilario, activated from IL
2008-04-24, Rockets, • Loren Woods, placed on IL
2008-04-24, Rockets, • Rafer Alston, activated from IL
2008-04-25, 76ers, • Louis Amundson / Lou Amundson, placed on IL
2008-04-25, 76ers, • Shavlik Randolph, activated from IL
2008-04-25, Mavericks, • Antoine Wright, placed on IL
2008-04-25, Mavericks, • Jose Juan Barea / Jose Barea / J.J. Barea, activated from IL
2008-04-25, Spurs, • Matt Bonner, placed on IL
2008-04-25, Spurs, • Damon Stoudamire, activated from IL
2008-04-26, Jazz, • Jason Hart, placed on IL with stomach flu
2008-04-26, Jazz, • Morris Almond, activated from IL
2008-04-26, Lakers, • Coby Karl, placed on IL
2008-04-26, Lakers, • Ronny Turiaf, activated from IL
2008-04-26, Raptors, • Primoz Brezec, placed on IL
2008-04-26, Raptors, • Maceo Baston, activated from IL
2008-04-27, Hornets, • Rasual Butler, placed on IL
2008-04-27, Hornets, • Melvin Ely, activated from IL
2008-04-29, Jazz, • Morris Almond, placed on IL (out for season)
2008-04-29, Jazz, • Jason Hart, activated from IL
2008-04-29, Mavericks, • Antoine Wright, placed on IL
2008-04-29, Mavericks, • Tyronn Lue, activated from IL
2008-04-29, Suns, • Grant Hill, placed on IL with right groin injury
2008-04-29, Suns, • Alando Tucker, activated from IL
2008-05-01, 76ers, • Shavlik Randolph, placed on IL
2008-05-01, 76ers, • Louis Amundson / Lou Amundson, activated from IL
2008-05-02, Cavaliers, • Billy Thomas, placed on IL
2008-05-02, Cavaliers, • Aleksandar Pavlovic / Sasha Pavlovic, activated from IL
2008-05-03, Pistons, • Lindsey Hunter, placed on IL
2008-05-03, Pistons, • Walter Herrmann, activated from IL
2008-05-07, Magic, • J.J. Redick, placed on IL
2008-05-07, Magic, • James Augustine, activated from IL
2008-05-10, Pistons, • Amir Johnson, placed on IL
2008-05-10, Pistons, • Chauncey Billups, placed on IL with strained right hamstring
2008-05-10, Pistons, • Juan Dixon, activated from IL
2008-05-10, Pistons, • Lindsey Hunter, activated from IL
2008-05-15, Spurs, • Damon Stoudamire, placed on IL
2008-05-15, Spurs, • Matt Bonner, activated from IL
2008-05-16, Cavaliers, • Daniel Gibson, placed on IL with seperated left shoulder
2008-05-16, Cavaliers, • Billy Thomas, activated from IL
2008-05-20, Pistons, • Walter Herrmann, placed on IL
2008-05-20, Pistons, • Chauncey Billups, activated from IL
2008-05-23, Lakers, • Ira Newble, placed on IL
2008-05-23, Lakers, • Trevor Ariza, activated from IL
2008-05-23, Spurs, • Matt Bonner, placed on IL (out for season)
2008-05-23, Spurs, • Damon Stoudamire, activated from IL
2008-05-28, Celtics, • Tony Allen, placed on IL with sore Achilles tendon
2008-05-28, Celtics, • Brian Scalabrine, activated from IL
2008-06-05, Celtics, • Brian Scalabrine, placed on IL
2008-06-05, Celtics, • Tony Allen, activated from IL
2008-06-15, Celtics, • Kendrick Perkins, placed on IL with strained left shoulder
2008-06-15, Celtics, • Brian Scalabrine, activated from IL
